2024-08-31 00:27:34,793 INFO    StreamThr :16080 [internal.py:wandb_internal():85] W&B internal server running at pid: 16080, started at: 2024-08-31 00:27:34.792458
2024-08-31 00:27:48,588 INFO    Thread-16 :16080 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\images\sepal_width_distribution_4_dcad09b84aa6f1904951.png
2024-08-31 00:27:48,588 INFO    Thread-16 :16080 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\images\sepal_length_distribution_3_fb8ea06395cc74a31c72.png
2024-08-31 00:27:48,588 INFO    Thread-16 :16080 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\images\petal_length_distribution_5_08099133ea56d7ac45a7.png
2024-08-31 00:27:48,588 INFO    Thread-16 :16080 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\images\petal_width_distribution_6_f7c22b7a8cb4216bb44f.png
2024-08-31 00:27:48,588 INFO    Thread-16 :16080 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media
2024-08-31 00:27:48,588 INFO    Thread-16 :16080 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\images
2024-08-31 00:27:48,650 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: log_artifact
2024-08-31 00:27:48,650 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: partial_history
2024-08-31 00:27:48,776 INFO    wandb-upload_1:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\y627hmbi-media/table/missing_values_2_43710d5db8b97d62fa32.table.json
2024-08-31 00:27:48,932 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: partial_history
2024-08-31 00:27:49,071 INFO    wandb-upload_2:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\o27fmcl1-media/images/sepal_width_distribution_4_dcad09b84aa6f1904951.png
2024-08-31 00:27:49,166 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: partial_history
2024-08-31 00:27:49,213 INFO    wandb-upload_0:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\8oi563sr-media/table/numeric_data_description_1_7554a90329b72d183e22.table.json
2024-08-31 00:27:49,354 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: partial_history
2024-08-31 00:27:49,445 INFO    wandb-upload_6:16080 [upload_job.py:push():88] Uploaded file C:\Users\UVC\AppData\Local\wandb\wandb\artifacts\staging\tmp4m3cg3ub
2024-08-31 00:27:49,575 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: partial_history
2024-08-31 00:27:49,575 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: check_version
2024-08-31 00:27:49,591 INFO    Thread-16 :16080 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\images\sepal_width_distribution_9_dcad09b84aa6f1904951.png
2024-08-31 00:27:49,591 INFO    Thread-16 :16080 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\images\petal_length_distribution_10_08099133ea56d7ac45a7.png
2024-08-31 00:27:49,591 INFO    Thread-16 :16080 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\images\petal_width_distribution_11_f7c22b7a8cb4216bb44f.png
2024-08-31 00:27:49,591 INFO    Thread-16 :16080 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\table\scaled_data_sample_7_45e89a4a2b90a1f5ca11.table.json
2024-08-31 00:27:49,591 INFO    Thread-16 :16080 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\images\sepal_length_distribution_8_fb8ea06395cc74a31c72.png
2024-08-31 00:27:49,591 INFO    Thread-16 :16080 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\table
2024-08-31 00:27:49,591 INFO    Thread-16 :16080 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\media\images
2024-08-31 00:27:49,846 INFO    wandb-upload_3:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\y9viw288-media/images/sepal_length_distribution_3_fb8ea06395cc74a31c72.png
2024-08-31 00:27:50,218 INFO    wandb-upload_5:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\xi54sj95-media/images/petal_width_distribution_6_f7c22b7a8cb4216bb44f.png
2024-08-31 00:27:50,218 INFO    wandb-upload_4:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\wutrymx4-media/images/petal_length_distribution_5_08099133ea56d7ac45a7.png
2024-08-31 00:27:50,300 INFO    SenderThread:16080 [sender.py:send_request_log_artifact():1537] logged artifact run-ja3a4kwk-missing_values - {'id': 'QXJ0aWZhY3Q6MTE3MzAxODIyOQ==', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjQxODgxODAwMg==', 'latestArtifact': None}}
2024-08-31 00:27:50,311 DEBUG   SenderThread:16080 [sender.py:send():391] send: files
2024-08-31 00:27:50,315 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file media\table\missing_values_2_43710d5db8b97d62fa32.table.json with policy now
2024-08-31 00:27:50,317 DEBUG   SenderThread:16080 [sender.py:send():391] send: history
2024-08-31 00:27:50,317 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: summary_record
2024-08-31 00:27:50,317 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-31 00:27:50,317 DEBUG   SenderThread:16080 [sender.py:send():391] send: files
2024-08-31 00:27:50,317 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file media\images\sepal_length_distribution_3_fb8ea06395cc74a31c72.png with policy now
2024-08-31 00:27:50,329 DEBUG   SenderThread:16080 [sender.py:send():391] send: history
2024-08-31 00:27:50,330 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: summary_record
2024-08-31 00:27:50,331 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-31 00:27:50,332 DEBUG   SenderThread:16080 [sender.py:send():391] send: files
2024-08-31 00:27:50,332 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file media\images\sepal_width_distribution_4_dcad09b84aa6f1904951.png with policy now
2024-08-31 00:27:50,332 DEBUG   SenderThread:16080 [sender.py:send():391] send: history
2024-08-31 00:27:50,332 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: summary_record
2024-08-31 00:27:50,332 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-31 00:27:50,332 DEBUG   SenderThread:16080 [sender.py:send():391] send: files
2024-08-31 00:27:50,332 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file media\images\petal_length_distribution_5_08099133ea56d7ac45a7.png with policy now
2024-08-31 00:27:50,332 DEBUG   SenderThread:16080 [sender.py:send():391] send: history
2024-08-31 00:27:50,332 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: summary_record
2024-08-31 00:27:50,332 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-31 00:27:50,332 DEBUG   SenderThread:16080 [sender.py:send():391] send: files
2024-08-31 00:27:50,332 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file media\images\petal_width_distribution_6_f7c22b7a8cb4216bb44f.png with policy now
2024-08-31 00:27:50,332 DEBUG   SenderThread:16080 [sender.py:send():391] send: history
2024-08-31 00:27:50,332 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: summary_record
2024-08-31 00:27:50,332 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-31 00:27:50,332 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: log_artifact
2024-08-31 00:27:50,599 INFO    Thread-16 :16080 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\wandb-summary.json
2024-08-31 00:27:50,599 INFO    Thread-16 :16080 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\output.log
2024-08-31 00:27:50,831 INFO    wandb-upload_2:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\n9wm1h3c-media/images/petal_length_distribution_10_08099133ea56d7ac45a7.png
2024-08-31 00:27:50,844 INFO    wandb-upload_1:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\6ljwajqr-media/images/sepal_width_distribution_9_dcad09b84aa6f1904951.png
2024-08-31 00:27:50,844 INFO    wandb-upload_0:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\adror2o1-media/images/petal_width_distribution_11_f7c22b7a8cb4216bb44f.png
2024-08-31 00:27:50,998 INFO    wandb-upload_3:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\rz43rmfl-media/images/sepal_length_distribution_8_fb8ea06395cc74a31c72.png
2024-08-31 00:27:51,356 INFO    wandb-upload_6:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\5r119pzo-media/table/scaled_data_sample_7_45e89a4a2b90a1f5ca11.table.json
2024-08-31 00:27:51,433 INFO    wandb-upload_5:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\4h0nibye-media/images/sepal_length_distribution_3_fb8ea06395cc74a31c72.png
2024-08-31 00:27:51,444 INFO    wandb-upload_4:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\kgexog1s-media/table/missing_values_2_43710d5db8b97d62fa32.table.json
2024-08-31 00:27:51,551 INFO    wandb-upload_7:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\q73l4846-media/images/sepal_width_distribution_4_dcad09b84aa6f1904951.png
2024-08-31 00:27:51,568 INFO    wandb-upload_9:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\lmspnw2z-media/images/petal_width_distribution_6_f7c22b7a8cb4216bb44f.png
2024-08-31 00:27:51,586 INFO    wandb-upload_8:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\p7kvymyt-media/images/petal_length_distribution_5_08099133ea56d7ac45a7.png
2024-08-31 00:27:52,628 INFO    Thread-16 :16080 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\output.log
2024-08-31 00:27:52,628 INFO    wandb-upload_2:16080 [upload_job.py:push():88] Uploaded file C:\Users\UVC\AppData\Local\wandb\wandb\artifacts\staging\tmp_wnr_wdf
2024-08-31 00:27:53,479 INFO    SenderThread:16080 [sender.py:send_request_log_artifact():1537] logged artifact run-ja3a4kwk-scaled_data_sample - {'id': 'QXJ0aWZhY3Q6MTE3MzAxODI4Nw==', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjQxODgxODAwOA==', 'latestArtifact': None}}
2024-08-31 00:27:53,479 DEBUG   SenderThread:16080 [sender.py:send():391] send: files
2024-08-31 00:27:53,479 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: status_report
2024-08-31 00:27:53,479 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file media\table\scaled_data_sample_7_45e89a4a2b90a1f5ca11.table.json with policy now
2024-08-31 00:27:53,479 DEBUG   SenderThread:16080 [sender.py:send():391] send: history
2024-08-31 00:27:53,479 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: summary_record
2024-08-31 00:27:53,479 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-31 00:27:53,479 DEBUG   SenderThread:16080 [sender.py:send():391] send: files
2024-08-31 00:27:53,479 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file media\images\sepal_length_distribution_8_fb8ea06395cc74a31c72.png with policy now
2024-08-31 00:27:53,479 DEBUG   SenderThread:16080 [sender.py:send():391] send: history
2024-08-31 00:27:53,479 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: summary_record
2024-08-31 00:27:53,479 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-31 00:27:53,479 DEBUG   SenderThread:16080 [sender.py:send():391] send: files
2024-08-31 00:27:53,479 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file media\images\sepal_width_distribution_9_dcad09b84aa6f1904951.png with policy now
2024-08-31 00:27:53,479 DEBUG   SenderThread:16080 [sender.py:send():391] send: history
2024-08-31 00:27:53,479 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: summary_record
2024-08-31 00:27:53,479 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-31 00:27:53,493 DEBUG   SenderThread:16080 [sender.py:send():391] send: files
2024-08-31 00:27:53,493 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file media\images\petal_length_distribution_10_08099133ea56d7ac45a7.png with policy now
2024-08-31 00:27:53,496 DEBUG   SenderThread:16080 [sender.py:send():391] send: history
2024-08-31 00:27:53,496 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: summary_record
2024-08-31 00:27:53,496 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-31 00:27:53,496 DEBUG   SenderThread:16080 [sender.py:send():391] send: files
2024-08-31 00:27:53,496 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file media\images\petal_width_distribution_11_f7c22b7a8cb4216bb44f.png with policy now
2024-08-31 00:27:53,496 DEBUG   SenderThread:16080 [sender.py:send():391] send: history
2024-08-31 00:27:53,496 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: summary_record
2024-08-31 00:27:53,496 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-31 00:27:53,496 DEBUG   SenderThread:16080 [sender.py:send():391] send: telemetry
2024-08-31 00:27:53,496 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: check_version
2024-08-31 00:27:53,641 INFO    Thread-16 :16080 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\UVC\Desktop\ai\wandb\run-20240831_002734-ja3a4kwk\files\wandb-summary.json
2024-08-31 00:27:53,828 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: server_info
2024-08-31 00:27:53,828 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: server_info
2024-08-31 00:27:54,006 INFO    wandb-upload_0:16080 [upload_job.py:push():130] Uploaded file C:\Users\UVC\AppData\Local\Temp\tmpofa3anwqwandb\1qgxxxd6-media/table/scaled_data_sample_7_45e89a4a2b90a1f5ca11.table.json
2024-08-31 00:27:54,030 DEBUG   SenderThread:16080 [sender.py:send():391] send: exit
2024-08-31 00:27:54,030 INFO    SenderThread:16080 [sender.py:send_exit():598] handling exit code: 0
2024-08-31 00:27:54,030 INFO    SenderThread:16080 [sender.py:send_exit():600] handling runtime: 18
2024-08-31 00:27:54,031 INFO    SenderThread:16080 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-31 00:27:54,032 INFO    SenderThread:16080 [sender.py:send_exit():606] send defer
2024-08-31 00:27:54,032 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: defer
2024-08-31 00:27:54,032 INFO    HandlerThread:16080 [handler.py:handle_request_defer():184] handle defer: 0
2024-08-31 00:27:54,032 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: defer
2024-08-31 00:27:54,032 INFO    SenderThread:16080 [sender.py:send_request_defer():622] handle sender defer: 0
2024-08-31 00:27:54,032 INFO    SenderThread:16080 [sender.py:transition_state():626] send defer: 1
2024-08-31 00:27:54,033 DEBUG   HandlerThread:16080 [handler.py:handle_request():158] handle_request: defer
2024-08-31 00:27:54,033 INFO    HandlerThread:16080 [handler.py:handle_request_defer():184] handle defer: 1
2024-08-31 00:27:54,033 DEBUG   SenderThread:16080 [sender.py:send_request():418] send_request: defer
